Unnamed: 0,Drug1_ID,Drug2_ID,Label,y_preds_6,y_preds_8,y_preds_10,p_ave
7231,DB00381,DB01263,1,0.9995787,0.9990074,0.9987488,0.999111633
7232,DB00773,DB09073,1,0.9306275,0.99895805,0.939078,0.956221183
7233,DB00351,DB00682,1,0.9969053,0.9971528,0.9960545,0.9967042
7234,6771,1447,0,1.71E-05,0.013751596,7.21E-07,0.004589806
7235,DB01591,DB09054,1,0.9959543,0.99583817,0.99880123,0.996864567
7236,DB00608,DB01254,1,0.99615884,0.99869764,0.99967,0.998175493
7237,3193,3021,0,0.54718286,0.5865199,0.25811562,0.46393946
7238,3448,121,0,2.45E-06,3.99E-08,8.23E-07,1.10E-06
7239,DB00479,DB00578,1,0.9999873,0.9999879,0.9999087,0.9999613
7240,DB06228,DB06700,1,0.99914384,0.9977157,0.9952684,0.99737598
7241,2646,6632,0,0.000562757,1.71E-06,0.023450255,0.008004907
7242,DB00823,DB08882,1,0.99907756,0.9964134,0.98137915,0.992290037
7243,DB00331,DB00363,1,0.9983826,0.99938506,0.9948433,0.997536987
7244,DB00196,DB00393,1,0.9997426,0.9996033,0.9993572,0.9995677
7245,DB00373,DB00468,1,0.9992311,0.9904759,0.9861733,0.9919601
7246,8529,1799,0,2.57E-06,1.29E-05,8.24E-06,7.90E-06
7247,5917,4830,0,1.16E-07,1.36E-07,1.37E-06,5.41E-07
7248,DB00557,DB00899,1,0.9970834,0.9965512,0.998175,0.997269867
7249,DB01211,DB09030,1,0.9944397,0.99497306,0.9971022,0.995504987
7250,DB01224,DB08873,1,0.9974556,0.9980848,0.99797416,0.997838187
7251,4970,2107,0,0.03403735,4.95E-05,0.07267475,0.0355872
7252,9394,460,0,1.28E-05,0.2924558,6.04E-05,0.097509667
7253,3767,3576,0,1.77E-06,4.88E-06,0.00040701,0.000137887
7254,835,6336,0,1.01E-06,0.46514913,0.000244647,0.155131596
7255,DB00269,DB06708,1,0.9898423,0.9958998,0.97413313,0.986625077
7256,DB00312,DB08883,1,0.99988544,0.9997227,0.9957504,0.998452847
7257,DB01579,DB01623,1,0.99976516,0.99879295,0.99954975,0.999369287
7258,2215,2832,0,1.56E-06,1.74E-06,5.36E-06,2.89E-06
7259,DB00983,DB01064,1,0.99853325,0.99968135,0.9993065,0.9991737
7260,DB00121,DB01060,1,0.9927807,0.9997839,0.9891391,0.993901233
7261,DB00976,DB06702,1,0.98488915,0.99890435,0.995222,0.993005167
7262,4240,2643,0,0.055164546,0.9244466,0.002647072,0.327419406
7263,7341,7811,0,4.02E-07,2.24E-06,7.09E-07,1.12E-06
7264,DB00794,DB09049,1,0.9977139,0.9968381,0.9924084,0.995653467
7265,DB00181,DB00909,1,0.9993973,0.9976443,0.9972538,0.998098467
7266,8730,9031,0,1.62E-05,5.18E-06,6.55E-06,9.31E-06
7267,DB00136,DB09118,1,0.9964426,0.9743052,0.9582702,0.976339333
7268,DB01100,DB08820,1,0.99973166,0.99857837,0.9978585,0.998722843
7269,DB06203,DB06287,1,0.99501,0.9853257,0.9979359,0.9927572
7270,DB05294,DB06616,1,0.98263764,0.9958981,0.99821055,0.992248763
7271,4666,9226,0,2.12E-07,7.57E-08,1.47E-06,5.86E-07
7272,DB00310,DB08907,1,0.99185944,0.9873761,0.9982839,0.99250648
7273,1449,1941,0,0.943641,0.41779363,0.37995154,0.580462057
7274,8001,4404,0,0.000172526,0.9351181,0.48550445,0.473598359
7275,DB00652,DB09034,1,0.999774,0.99993,0.9995387,0.999747567
7276,5780,7216,0,1.21E-06,5.93E-07,5.39E-06,2.40E-06
7277,5233,3932,0,1.13E-06,0.40157244,4.35E-05,0.133872357
7278,9170,6302,0,1.29E-07,2.05E-07,3.16E-05,1.06E-05
7279,DB00387,DB00726,1,0.99820024,0.9945837,0.96834064,0.987041527
7280,DB00951,DB08827,1,0.9838917,0.9391149,0.005086303,0.642697634
7281,DB00788,DB01014,1,0.7388801,0.9819494,0.9384328,0.886420767
7282,DB00279,DB06684,1,0.9984999,0.99523026,0.9991537,0.997627953
7283,DB00790,DB00806,1,0.9862233,0.99429584,0.9944985,0.991672547
7284,DB00304,DB00794,1,0.9959942,0.9994695,0.99608535,0.997183017
7285,DB00266,DB06700,1,0.9926617,0.9988415,0.9854077,0.992303633
7286,764,9204,0,0.99928486,0.99890727,0.98049504,0.992895723
7287,DB00497,DB06201,1,0.9996762,0.9999106,0.99977005,0.999785617
7288,3577,8839,0,2.17E-07,7.87E-08,3.43E-06,1.24E-06
7289,782,2457,0,4.56E-07,1.18E-06,5.18E-06,2.27E-06
7290,DB00220,DB00269,1,0.99967426,0.99744785,0.9994545,0.99885887
7291,1838,2750,0,0.7635033,0.92407393,0.13718769,0.608254973
7292,744,8387,0,7.92E-05,3.07E-06,0.000163585,8.20E-05
7293,DB00543,DB00898,1,0.9970778,0.99964726,0.999632,0.998785687
7294,9410,5775,0,2.41E-06,1.56E-05,1.59E-05,1.13E-05
7295,1059,4688,0,9.38E-05,3.53E-05,0.001981437,0.000703512
7296,6091,1154,0,0.001681358,2.85E-05,8.51E-06,0.000572789
7297,DB00136,DB00252,1,0.9836494,0.9993793,0.99751234,0.99351368
7298,1051,5922,0,9.42E-05,7.23E-05,0.000891149,0.00035255
7299,734,2083,0,3.97E-05,0.001606792,0.00026533,0.000637274
7300,DB00590,DB00653,1,0.99659324,0.99887276,0.9954109,0.996958967
7301,3250,1185,0,0.9978302,0.84040594,0.7076681,0.848634747
7302,DB00573,DB01021,1,0.99967843,0.99979913,0.9993796,0.999619053
7303,8936,4377,0,1.22E-05,0.98532724,0.9878678,0.657735747
7304,4625,1359,0,6.16E-07,9.90E-07,0.000699103,0.00023357
7305,3495,54,0,1.07E-06,2.72E-05,8.96E-06,1.24E-05
7306,DB00802,DB01403,1,0.9976393,0.99801433,0.9963962,0.997349943
7307,9238,1032,0,9.50E-07,2.86E-06,1.27E-05,5.50E-06
7308,4834,9192,0,1.82E-07,2.32E-06,2.91E-05,1.05E-05
7309,5410,1123,0,0.47129017,0.17289516,0.022045791,0.22207704
7310,4356,8752,0,1.41E-06,2.91E-07,4.01E-07,7.01E-07
7311,8356,1384,0,9.58E-06,1.37E-05,0.000151038,5.81E-05
7312,680,3362,0,7.48E-06,3.70E-05,0.000972718,0.000339066
7313,DB00461,DB00682,1,0.95195425,0.9385972,0.9644896,0.95168035
7314,DB00474,DB00661,1,0.998605,0.9996308,0.9989728,0.999069533
7315,DB00559,DB00700,1,0.99949753,0.99968624,0.9998684,0.999684057
7316,980,1857,0,3.97E-06,1.59E-06,0.000122686,4.27E-05
7317,4863,4391,0,8.73E-06,2.11E-05,6.19E-05,3.06E-05
7318,DB00197,DB01241,1,0.6018837,0.72587967,0.57029617,0.632686513
7319,8004,4275,0,4.73E-05,3.64E-05,0.00035432,0.000146007
7320,7195,3185,0,0.9704131,0.73288274,0.15457869,0.61929151
7321,DB00295,DB00334,1,0.999967,0.99954796,0.99995893,0.99982463
7322,DB00206,DB00661,1,0.9952451,0.9860995,0.9930668,0.991470467
7323,DB00283,DB00752,1,0.99983454,0.9975886,0.9983151,0.998579413
7324,DB00181,DB00295,1,0.99973834,0.9925921,0.9928812,0.995070547
7325,3819,2318,0,2.09E-06,2.97E-06,2.40E-05,9.69E-06
7326,1070,5373,0,1.23E-07,1.51E-07,6.57E-07,3.10E-07
7327,5397,6633,0,0.001031756,1.29E-05,0.25606748,0.085704045
7328,DB00208,DB09068,1,0.9999236,0.9994696,0.9999573,0.9997835
7329,9257,9250,0,0.5473835,0.8934922,0.47990185,0.640259183
7330,DB00508,DB01367,1,0.9998972,0.9996037,0.999866,0.999788967
7331,DB00232,DB00752,1,0.99993736,0.99920094,0.9993514,0.999496567
7332,5568,3810,0,2.45E-06,0.000454098,2.98E-05,0.000162116
7333,9231,7393,0,1.31E-06,2.00E-06,2.09E-06,1.80E-06
7334,DB00270,DB00732,1,0.9947806,0.9962747,0.9963225,0.9957926
7335,8714,1799,0,3.10E-05,5.63E-06,1.22E-05,1.63E-05
7336,2160,6536,0,1.70E-07,6.03E-06,1.38E-05,6.67E-06
7337,6381,3450,0,1.56E-05,1.88E-06,1.32E-06,6.27E-06
7338,8915,376,0,0.002083391,0.001319706,0.002337426,0.001913508
7339,DB00741,DB00956,1,0.99254775,0.99757713,0.9330957,0.97440686
7340,4285,610,0,0.000356674,0.000174373,0.0751065,0.025212516
7341,30,8368,0,0.012267381,0.12780502,4.92E-05,0.0467072
7342,DB00215,DB01463,1,0.998456,0.9998368,0.99753726,0.99861002
7343,DB00014,DB00691,1,0.9998715,0.996282,0.9993877,0.998513733
7344,8632,1853,0,3.28E-06,3.54E-05,0.0006603,0.000232993
7345,6147,3613,0,2.16E-06,5.11E-06,0.000575841,0.00019437
7346,4925,1953,0,3.58E-07,7.82E-08,1.15E-06,5.29E-07
7347,1594,3870,0,2.43E-05,0.36678857,0.004171431,0.123661434
7348,DB00203,DB00468,1,0.9901012,0.99921584,0.89213914,0.960485393
7349,9244,9617,0,0.010924608,0.000355989,0.12451866,0.045266419
7350,2843,3224,0,0.9958959,0.9909564,0.99827206,0.995041453
7351,DB00443,DB00624,1,0.9658692,0.9712812,0.9711485,0.969432967
7352,5100,8637,0,9.43E-07,1.37E-05,0.000190109,6.83E-05
7353,DB01081,DB09290,1,0.99833643,0.99802035,0.99294114,0.99643264
7354,DB00861,DB01208,1,0.9999455,0.99796844,0.99178076,0.9965649
7355,DB00244,DB09104,1,0.88679135,0.5137265,0.9380209,0.779512917
7356,DB00184,DB01006,1,0.8511988,0.99787676,0.99570763,0.948261063
7357,DB01278,DB09555,1,0.9789192,0.99102783,0.95904136,0.976329463
7358,DB01264,DB09068,1,0.9996187,0.99592775,0.99482036,0.996788937
7359,DB00395,DB00653,1,0.9991082,0.9994081,0.9976385,0.998718267
7360,DB00224,DB00908,1,0.99969304,0.9995862,0.9997544,0.99967788
7361,DB01021,DB11126,1,0.3944565,0.99256176,0.40812814,0.598382133
7362,DB00252,DB01594,1,0.9996578,0.9768535,0.99879193,0.991767743
7363,7420,366,0,1.29E-05,8.53E-06,2.86E-06,8.10E-06
7364,7181,6082,0,4.85E-07,0.00012332,2.22E-05,4.87E-05
7365,DB00752,DB06144,1,0.9999177,0.9991456,0.99965894,0.99957408
7366,535,2984,0,4.26E-07,9.92E-07,0.000165224,5.55E-05
7367,DB01211,DB01319,1,0.9897461,0.96613985,0.99168324,0.982523063
7368,DB00956,DB01232,1,0.99979293,0.9996116,0.9993472,0.99958391
7369,DB00196,DB00897,1,0.9999681,0.9995239,0.9995811,0.999691033
7370,1182,917,0,1.76E-05,0.012211353,0.001951844,0.004726932
7371,371,9467,0,6.40E-05,0.01104039,0.7388907,0.249998363
7372,DB00367,DB00569,1,0.9094066,0.9771658,0.99295545,0.959842617
7373,DB01167,DB06616,1,0.99978244,0.9998323,0.99835575,0.999323497
7374,DB00635,DB01232,1,0.99970376,0.9990456,0.99912584,0.999291733
7375,DB00717,DB00776,1,0.9995335,0.96859473,0.99354637,0.987224867
7376,DB00767,DB00952,1,0.99942935,0.99889755,0.9980351,0.998787333
7377,DB00752,DB00796,1,0.9848707,0.93069965,0.98967123,0.96841386
7378,7617,1197,0,0.000149548,3.54E-05,0.001619995,0.000601648
7379,3339,1346,0,1.54E-07,6.71E-07,1.92E-06,9.15E-07
7380,2752,8158,0,4.12E-06,0.001090497,0.015824467,0.005639695
7381,DB00280,DB01120,1,0.99925697,0.99970496,0.9990239,0.99932861
7382,1796,3779,0,5.60E-07,8.39E-05,0.000167191,8.39E-05
7383,DB00333,DB00606,1,0.9928199,0.95788974,0.99149317,0.98073427
7384,3229,1805,0,0.99327743,0.18450156,0.83374417,0.67050772
7385,2254,1750,0,0.000125647,0.000531673,0.000225335,0.000294218
7386,4099,5517,0,7.23E-07,5.40E-07,1.80E-07,4.81E-07
7387,DB00295,DB00332,1,0.9995016,0.9960161,0.994166,0.996561233
7388,DB01600,DB08794,1,0.9917527,0.9966645,0.99656415,0.994993783
7389,7596,9173,0,0.9958597,0.40331045,0.9025072,0.767225783
7390,DB01359,DB06709,1,0.9980453,0.9973501,0.9989691,0.9981215
7391,DB00717,DB01264,1,0.9996241,0.9900691,0.99079347,0.993495557
7392,DB01029,DB01119,1,0.9993534,0.99628675,0.9954448,0.997028317
7393,9148,9323,0,0.8137402,0.9881229,0.7549014,0.852254833
7394,DB00196,DB00499,1,0.9995241,0.9996835,0.9987002,0.9993026
7395,DB01200,DB01624,1,0.99751955,0.99942356,0.99796665,0.998303253
7396,9345,7250,0,5.34E-07,5.24E-07,1.70E-06,9.19E-07
7397,DB01403,DB08918,1,0.9998381,0.999554,0.99978113,0.99972441
7398,DB01021,DB01224,1,0.99912864,0.9990856,0.9987343,0.998982847
7399,3398,5700,0,0.001263201,6.35E-06,0.022459805,0.007909785
7400,DB00450,DB01589,1,0.99990463,0.99993014,0.99849474,0.99944317
7401,DB01232,DB06218,1,0.9924331,0.99894536,0.99556464,0.9956477
7402,DB00927,DB08864,1,0.999233,0.9988659,0.9983586,0.998819167
7403,8551,5308,0,1.74E-06,2.95E-06,3.73E-06,2.81E-06
7404,DB00413,DB00455,1,0.9999783,0.9997716,0.9987116,0.999487167
7405,DB01045,DB01267,1,0.9998381,0.99845874,0.9995191,0.99927198
7406,DB01082,DB01602,1,0.99994254,0.9999562,0.9983988,0.999432513
7407,8713,2119,0,4.35E-07,1.73E-06,5.14E-06,2.44E-06
7408,8834,8095,0,2.83E-07,8.79E-08,1.26E-06,5.44E-07
7409,DB00908,DB06480,1,0.9994526,0.99487275,0.9923198,0.995548383
7410,9505,2109,0,0.005078614,0.039022565,0.000216693,0.014772624
7411,5423,7175,0,5.25E-07,5.16E-05,1.42E-06,1.78E-05
7412,7642,1747,0,0.001030803,5.20E-05,0.00200668,0.001029828
7413,DB00747,DB01017,1,0.994886,0.9991187,0.05852762,0.68417744
7414,DB00374,DB00524,1,0.99988496,0.9994836,0.9969622,0.99877692
7415,DB00695,DB00708,1,0.99962974,0.9990074,0.99867326,0.999103467
7416,7625,3484,0,4.96E-05,1.80E-05,3.94E-05,3.57E-05
7417,DB00374,DB01088,1,0.99836373,0.9802404,0.82400155,0.934201893
7418,3348,3494,0,4.63E-06,1.84E-05,2.15E-05,1.48E-05
7419,DB08875,DB09063,1,0.99975526,0.99927425,0.996258,0.99842917
7420,2771,4211,0,0.00825423,0.000670344,1.31E-05,0.002979225
7421,DB00472,DB00834,1,0.99993765,0.9997997,0.9987614,0.999499583
7422,DB00780,DB00953,1,0.99999034,0.9999318,0.99981576,0.999912633
7423,6243,344,0,2.26E-06,1.71E-07,2.92E-06,1.78E-06
7424,DB01201,DB06287,1,0.9996246,0.99827707,0.99265975,0.996853807
7425,DB00503,DB00956,1,0.9996402,0.9994806,0.99952096,0.999547253
7426,DB00263,DB04841,1,0.9978726,0.93692404,0.9120632,0.94895328
7427,5828,8756,0,2.62E-06,2.19E-06,4.54E-06,3.12E-06
7428,DB00544,DB00559,1,0.9992821,0.9985206,0.99916506,0.998989253
7429,2964,954,0,1.21E-05,2.88E-06,0.000812858,0.000275946
7430,4897,6436,0,5.76E-06,1.39E-05,4.30E-05,2.09E-05
7431,4404,3295,0,3.71E-06,0.000178784,0.000720173,0.000300889
7432,DB00315,DB00623,1,0.999876,0.9996846,0.99994284,0.99983448
7433,DB00983,DB09080,1,0.99849933,0.9983404,0.9926536,0.996497777
7434,DB09039,DB09073,1,0.9994041,0.9996767,0.99965656,0.99957912
7435,3106,2182,0,0.20196864,0.09368828,0.25333503,0.182997317
7436,1982,5559,0,0.000215471,7.68E-05,0.000546396,0.000279556
7437,DB00218,DB00900,1,0.9911841,0.98397696,0.03825137,0.671137477
7438,8480,1647,0,8.74E-07,8.70E-06,0.000117642,4.24E-05
7439,6177,4489,0,7.85E-07,1.75E-05,1.13E-06,6.47E-06
7440,8102,5028,0,1.17E-06,0.002595037,1.47E-06,0.000865892
7441,8321,3732,0,2.25E-05,3.12E-07,5.86E-05,2.71E-05
7442,DB01124,DB01169,1,0.9959574,0.9968585,0.9702866,0.987700833
7443,DB00381,DB09073,1,0.99658,0.9995531,0.99860406,0.99824572
7444,2933,2228,0,0.00755465,0.9909455,0.87888396,0.625794703
7445,7134,433,0,1.43E-05,0.000157446,0.29845273,0.099541492
7446,2686,6486,0,5.81E-06,2.98E-07,6.31E-06,4.14E-06
7447,7844,8868,0,5.73E-06,4.05E-07,1.23E-06,2.46E-06
7448,DB00331,DB01406,1,0.9998731,0.99938023,0.99630666,0.998519997
7449,1806,4818,0,7.17E-07,6.01E-07,1.86E-06,1.06E-06
7450,8452,2890,0,3.56E-05,1.43E-05,5.68E-06,1.85E-05
7451,7128,4380,0,5.11E-07,6.57E-06,1.58E-06,2.89E-06
7452,DB00584,DB08907,1,0.99978375,0.9980706,0.99922144,0.999025263
7453,DB00472,DB00734,1,0.99194443,0.99976563,0.9997767,0.997162253
7454,1050,4435,0,5.56E-06,6.48E-06,4.96E-05,2.05E-05
7455,9635,9413,0,7.85E-07,1.23E-05,0.000123739,4.56E-05
7456,1998,2307,0,0.000119289,0.000459284,2.12E-05,0.000199924
7457,DB00206,DB00765,1,0.9985981,0.9812024,0.97438675,0.984729083
7458,7068,6972,0,0.004691482,0.000163466,4.97E-05,0.001634883
7459,DB01576,DB06767,1,0.98331213,0.99849916,0.9995413,0.993784197
7460,DB01016,DB01380,1,0.99672884,0.9987259,0.9985477,0.998000813
7461,4655,106,0,0.01821208,0.61065423,0.027017713,0.218628008
7462,9212,7740,0,0.060798943,0.30153832,0.8053993,0.389245521
7463,DB00454,DB00601,1,0.9989568,0.99908817,0.99859065,0.99887854
7464,DB00641,DB01319,1,0.968217,0.99305326,0.98746336,0.982911207
7465,1083,2137,0,1.38E-06,8.27E-06,3.54E-05,1.50E-05
7466,729,6830,0,3.05E-05,1.12E-05,5.73E-06,1.58E-05
7467,DB00397,DB09009,1,0.9992943,0.99134827,0.99772626,0.996122943
7468,9157,8276,0,0.000127137,0.000321001,0.04746154,0.015969893
7469,7432,8685,0,7.50E-06,0.024979174,2.11E-05,0.008335925
7470,DB00285,DB06707,1,0.99912345,0.996898,0.9924419,0.99615445
7471,2461,4907,0,0.9984301,0.93780303,0.99899995,0.978411027
7472,DB00305,DB00541,1,0.98937166,0.9952886,0.97642577,0.987028677
7473,DB00503,DB08903,1,0.99939215,0.9993355,0.99923795,0.999321867
7474,4645,5247,0,0.000627875,0.03025195,1.81E-05,0.010299308
7475,DB00381,DB00706,1,0.9839817,0.8326555,0.95499516,0.923877453
7476,DB00865,DB06704,1,0.99967295,0.9998635,0.99900806,0.999514837
7477,DB00270,DB00806,1,0.92054814,0.9812797,0.9883441,0.963390647
7478,4731,6110,0,1.77E-06,2.22E-05,3.39E-07,8.10E-06
7479,DB00956,DB01406,1,0.9984697,0.99927205,0.9961871,0.997976283
7480,4710,1621,0,0.06475821,0.2777878,0.21706006,0.186535357
7481,DB00780,DB00876,1,0.9945923,0.944836,0.99311334,0.97751388
7482,4571,3665,0,4.26E-07,4.48E-06,2.06E-06,2.32E-06
7483,4357,1666,0,2.22E-06,0.000793159,0.02538836,0.008727913
7484,5173,6234,0,7.67E-06,0.44245124,0.000173837,0.147544249
7485,DB00196,DB00608,1,0.99994904,0.99990845,0.9994844,0.99978063
7486,6092,1834,0,1.42E-06,1.74E-05,6.52E-05,2.80E-05
7487,DB00475,DB01403,1,0.9984573,0.99811983,0.9993299,0.998635677
7488,1510,1976,0,0.97044516,0.9980031,0.9825947,0.983680987
7489,6432,9044,0,5.59E-07,1.30E-07,1.99E-07,2.96E-07
7490,DB00455,DB01017,1,0.99285626,0.9993317,0.9916121,0.99460002
7491,DB08873,DB09053,1,0.9982058,0.99808323,0.99946463,0.998584553
7492,DB01083,DB04982,1,0.52716136,0.9952358,0.028339833,0.516912331
7493,DB00232,DB00295,1,0.9999287,0.99926805,0.9999008,0.999699183
7494,828,1748,0,5.18E-06,3.26E-06,3.11E-05,1.32E-05
7495,2268,4727,0,6.60E-05,1.97E-06,1.21E-06,2.31E-05
7496,5611,9038,0,1.71E-07,5.85E-06,6.94E-07,2.24E-06
7497,2003,4363,0,0.00048092,6.89E-07,3.47E-06,0.000161693
7498,6855,7293,0,0.00011918,0.001579225,2.11E-05,0.000573168
7499,760,870,0,4.66E-06,7.68E-06,2.00E-05,1.08E-05
7500,DB00196,DB00773,1,0.9820031,0.9809437,0.9993919,0.987446233
7501,1023,7533,0,4.51E-06,0.000135988,4.05E-06,4.82E-05
7502,7526,3804,0,0.0627045,0.30788356,0.40138608,0.257324713
7503,3155,42,0,1.21E-05,1.17E-05,9.70E-05,4.03E-05
7504,DB00657,DB00672,1,0.9996711,0.9965426,0.99390924,0.996707647
7505,5014,4391,0,4.12E-06,1.35E-05,1.51E-05,1.09E-05
7506,2097,5371,0,3.75E-07,4.42E-07,1.37E-06,7.29E-07
7507,DB00196,DB00530,1,0.99918455,0.99992466,0.99983907,0.999649427
7508,DB00180,DB09073,1,0.9862,0.999248,0.9988177,0.994755233
7509,DB00919,DB01009,1,0.99948,0.9974582,0.990852,0.995930067
7510,5981,8962,0,1.94E-06,1.35E-06,2.39E-06,1.89E-06
7511,6709,1847,0,1.36E-05,1.17E-06,1.90E-05,1.13E-05
7512,5717,7229,0,4.99E-06,6.68E-06,0.006668836,0.002226835
7513,DB01072,DB01256,1,0.98870873,0.9976625,0.98762536,0.991332197
7514,4043,4818,0,5.32E-06,0.00312689,4.92E-06,0.00104571
7515,7201,6279,0,0.02337122,0.86944306,0.006177008,0.299663763
7516,DB00956,DB01149,1,0.9989442,0.99797857,0.9955148,0.99747919
7517,7865,8772,0,3.92E-06,0.002073795,8.21E-06,0.000695308
7518,DB00203,DB00677,1,0.99963814,0.9978235,0.9976374,0.998366347
7519,DB01201,DB06605,1,0.9999653,0.9997535,0.99937487,0.99969789
7520,DB01224,DB08907,1,0.99990976,0.9988523,0.9992213,0.999327787
7521,9113,339,0,0.005510479,0.69649583,0.001927674,0.234644661
7522,1934,4854,0,1.04E-05,0.000578076,0.03736466,0.012651045
7523,DB06290,DB06616,1,0.99156487,0.99899185,0.9973383,0.995965007
7524,1193,3591,0,4.67E-06,1.40E-05,4.13E-05,2.00E-05
7525,8611,1070,0,2.09E-07,6.02E-08,2.90E-06,1.06E-06
7526,4367,6128,0,5.67E-07,5.19E-06,4.82E-05,1.80E-05
7527,4565,1776,0,1.82E-06,8.20E-06,1.50E-05,8.34E-06
7528,5516,1075,0,1.12E-06,8.62E-06,3.92E-07,3.38E-06
7529,DB00035,DB00344,1,0.99920535,0.99936503,0.9968801,0.998483493
7530,1560,8690,0,2.09E-05,0.022836566,0.013428271,0.012095246
7531,5977,3701,0,1.00E-05,1.71E-06,0.004746765,0.001586158
7532,271,8909,0,5.43E-06,5.55E-05,4.00E-06,2.16E-05
7533,6320,93,0,9.17E-05,3.41E-05,1.60E-05,4.73E-05
7534,1443,857,0,0.54925007,0.9990227,0.43686658,0.661713117
7535,DB01072,DB06636,1,0.99728584,0.9993483,0.9990082,0.998547447
7536,836,6214,0,4.67E-07,3.14E-07,2.48E-07,3.43E-07
7537,9523,5578,0,1.98E-06,1.35E-06,3.20E-06,2.18E-06
7538,3585,9179,0,4.64E-07,0.000236988,3.66E-05,9.14E-05
7539,4431,7449,0,5.77E-07,4.69E-07,2.94E-05,1.01E-05
7540,DB01197,DB01590,1,0.99030817,0.9789585,0.9967308,0.988665823
7541,DB00281,DB00335,1,0.99890375,0.9998356,0.9999231,0.99955415
7542,9109,2123,0,7.96E-07,5.18E-06,4.27E-07,2.13E-06
7543,DB01201,DB01624,1,0.99788624,0.99716115,0.9992409,0.998096097
7544,663,4175,0,0.48955023,0.7009733,0.474147,0.554890177
7545,DB01143,DB09242,1,0.9999033,0.9999124,0.99623054,0.99868208
7546,DB00397,DB00945,1,0.9968447,0.9973662,0.9856351,0.993282
7547,DB00402,DB06717,1,0.9992746,0.9995021,0.99794936,0.998908687
7548,7023,9232,0,3.44E-07,2.28E-07,2.13E-06,9.01E-07
7549,DB00278,DB00378,1,0.9967289,0.9077697,0.98501337,0.963170657
7550,DB00722,DB00734,1,0.9989321,0.9990878,0.9972304,0.998416767
7551,DB00267,DB01418,1,0.99513036,0.9998164,0.9994134,0.998120053
7552,3192,194,0,2.22E-05,2.08E-05,3.55E-05,2.62E-05
7553,7335,6690,0,1.97E-06,8.78E-07,3.73E-07,1.07E-06
7554,DB00246,DB01576,1,0.9727693,0.99805546,0.9987401,0.989854953
7555,2490,5322,0,1.15E-06,2.06E-06,7.58E-06,3.60E-06
7556,DB00232,DB00422,1,0.9997399,0.99898815,0.9997967,0.99950825
7557,3892,9538,0,5.78E-06,1.99E-05,3.49E-05,2.02E-05
7558,3161,516,0,1.80E-05,1.21E-05,0.017103404,0.005711168
7559,1206,8189,0,3.54E-06,0.000190198,0.000500709,0.000231482
7560,7400,7085,0,4.26E-07,8.03E-06,1.85E-06,3.44E-06
7561,DB00623,DB01021,1,0.99922454,0.99930066,0.99866605,0.99906375
7562,DB00695,DB00945,1,0.9332595,0.9995879,0.99498737,0.975944923
7563,796,3514,0,1.72E-06,0.0029113,7.66E-07,0.000971262
7564,DB00472,DB00974,1,0.9882508,0.954859,0.9773102,0.973473333
7565,5854,3616,0,2.41E-06,5.11E-06,2.22E-06,3.25E-06
7566,3516,4957,0,1.49E-06,5.63E-06,1.80E-06,2.97E-06
7567,DB00191,DB00816,1,0.999488,0.9996525,0.99967283,0.999604443
7568,5363,8106,0,1.53E-06,2.02E-06,3.15E-05,1.17E-05
7569,6508,4493,0,1.27E-06,6.88E-06,2.47E-07,2.80E-06
7570,DB00623,DB01367,1,0.9998922,0.9993347,0.9998715,0.999699467
7571,80,2711,0,1.14E-05,0.000282764,1.99E-06,9.87E-05
7572,6289,787,0,1.64E-05,0.091528,0.001601666,0.031048689
7573,7312,3379,0,4.24E-07,3.59E-08,2.92E-07,2.51E-07
7574,4274,9228,0,0.000354916,7.93E-06,0.000241995,0.000201614
7575,DB00508,DB09042,1,0.99950314,0.9985974,0.99961936,0.999239967
7576,6555,3223,0,0.000669628,0.000204146,0.000549376,0.000474383
7577,DB01045,DB09102,1,0.9992387,0.99918914,0.99364895,0.99735893
7578,4004,1749,0,0.000840902,5.39E-05,7.30E-06,0.000300701
7579,DB00753,DB00951,1,0.99595535,0.9933452,0.82337517,0.937558573
7580,6649,6448,0,0.9642818,0.52853864,0.9118881,0.801569513
7581,7291,5995,0,2.97E-05,0.000105975,1.06E-05,4.88E-05
7582,DB00500,DB00700,1,0.9648001,0.9993522,0.99237776,0.98551002
7583,DB00604,DB05521,1,0.9887377,0.9989414,0.9923614,0.993346833
7584,7326,1356,0,0.006151646,0.73423254,0.000676096,0.247020094
7585,7871,1386,0,0.023605198,0.025005698,0.048699796,0.032436897
7586,DB00813,DB00972,1,0.9999155,0.99990785,0.99796796,0.99926377
7587,DB01251,DB08815,1,0.99952257,0.9997605,0.99829495,0.999192673
7588,6237,6545,0,2.88E-07,0.027052283,0.000584275,0.009212282
7589,DB00865,DB09073,1,0.9980707,0.99984264,0.99949694,0.99913676
7590,DB00266,DB00712,1,0.9997692,0.9996469,0.996435,0.998617033
7591,5568,6477,0,0.000998795,0.001766712,0.529606,0.177457169
7592,DB00749,DB01021,1,0.9996967,0.99682915,0.9996964,0.99874075
7593,978,6125,0,0.6948653,0.9022668,0.9512064,0.849446167
7594,DB00501,DB01058,1,0.9999439,0.99905074,0.99984807,0.999614237
7595,DB01365,DB06701,1,0.9996969,0.9999782,0.99585843,0.998511177
7596,590,4363,0,1.25E-06,3.49E-06,4.37E-06,3.04E-06
7597,1404,3696,0,9.62E-06,0.9577328,0.74114656,0.566296327
